"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3948183";"";"None";"477.99";"1";"7.54";"BDBM208337";"COc1ccc(C(c2ccc(Cl)cc2)c2ccc3[nH]c(=O)cc(/C=C/c4ccccc4)c3c2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"368301";"UO_0000065";"";"";"";"";"0";"CHEMBL3888024";"cAMP Assay: The following mixtures and buffer solutions were prepared: (a) Buffer 1: HBSS (Mediatech Cat#21-023-CV) with 5 mM HEPES (1 mM stock, Gibco BRL Cat#15630-056) and 0.1% BSA (7.5% stock, Invitrogen Cat#15260-037); (b) Buffer 2: 0.5 mM IBMX (200 mM stock in DMSO, Sigma 15879) in Buffer 1; (c) 1 uM cAMP Standard (50 uM stock, Perkin Elmer Cat# AD0262) diluted in Buffer 2 and serially diluted in Buffer 2, 12 doses at 1/2 dilutions resulting in a dose range of 1 uM to 0.5 nM; (d) d2 labelled cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 6 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); (e) anti-cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 5 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); and (f) Forskolin (Sigma Cat# F6886, 10 mM in DMSO) diluted first in DMSO to 1 mM and then to 1.5 uM in Buffer 2.";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886543";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3932183";"";"None";"720.70";"2";"8.71";"BDBM208348";"CC(C)(C)OC(=O)/N=C(/NC(=O)OC(C)(C)C)N1CCC(Nc2cc(=O)[nH]c3ccc(C(c4ccc(Cl)cc4)c4ccc(Cl)cc4)cc23)CC1";"EC50";"'>'";"10000.0";"nM";"";"";"368266";"UO_0000065";"";"";"";"";"0";"CHEMBL3888024";"cAMP Assay: The following mixtures and buffer solutions were prepared: (a) Buffer 1: HBSS (Mediatech Cat#21-023-CV) with 5 mM HEPES (1 mM stock, Gibco BRL Cat#15630-056) and 0.1% BSA (7.5% stock, Invitrogen Cat#15260-037); (b) Buffer 2: 0.5 mM IBMX (200 mM stock in DMSO, Sigma 15879) in Buffer 1; (c) 1 uM cAMP Standard (50 uM stock, Perkin Elmer Cat# AD0262) diluted in Buffer 2 and serially diluted in Buffer 2, 12 doses at 1/2 dilutions resulting in a dose range of 1 uM to 0.5 nM; (d) d2 labelled cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 6 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); (e) anti-cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 5 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); and (f) Forskolin (Sigma Cat# F6886, 10 mM in DMSO) diluted first in DMSO to 1 mM and then to 1.5 uM in Buffer 2.";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886543";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3936647";"";"None";"543.45";"2";"7.47";"BDBM208428";"COC(=O)Cc1ccc(Nc2cc(=O)[nH]c3ccc(C(c4ccc(Cl)cc4)c4ccc(Cl)cc4)cc23)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"368271";"UO_0000065";"";"";"";"";"0";"CHEMBL3888024";"cAMP Assay: The following mixtures and buffer solutions were prepared: (a) Buffer 1: HBSS (Mediatech Cat#21-023-CV) with 5 mM HEPES (1 mM stock, Gibco BRL Cat#15630-056) and 0.1% BSA (7.5% stock, Invitrogen Cat#15260-037); (b) Buffer 2: 0.5 mM IBMX (200 mM stock in DMSO, Sigma 15879) in Buffer 1; (c) 1 uM cAMP Standard (50 uM stock, Perkin Elmer Cat# AD0262) diluted in Buffer 2 and serially diluted in Buffer 2, 12 doses at 1/2 dilutions resulting in a dose range of 1 uM to 0.5 nM; (d) d2 labelled cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 6 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); (e) anti-cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 5 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); and (f) Forskolin (Sigma Cat# F6886, 10 mM in DMSO) diluted first in DMSO to 1 mM and then to 1.5 uM in Buffer 2.";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886543";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3921520";"";"None";"583.06";"2";"5.54";"BDBM208270";"O=c1cc(NC2CCN(S(=O)(=O)C(F)(F)F)CC2)c2cc(C(c3ccc(Cl)cc3)c3nccs3)ccc2[nH]1";"EC50";"'>'";"5000.0";"nM";"";"";"368353";"UO_0000065";"";"";"";"";"0";"CHEMBL3888026";"Binding Assay: Experimental Procedure CB-2 Membrane Binding: Into Greiner V bottom polypropylene plates, hCB2-HEK293 membranes (2 ug/well final concentration) in assay buffer (50 mM Tris-HCl pH 7.4, 5 mM MgCl2 and 0.5 mg/ml (0.05%) Ultra fatty acid free BSA) were dispensed. Membranes were prepared as described in FELDER, C. C., et al., Molecular Pharmacology, 1992, pp 838-845, Vol. 42. Test compounds were then added to each well and then [3H] CP 55, 940 (0.5 nM final well concentration) in assay buffer (50 mM Tris-HCl pH 7.4, 5 mM MgCl2 and 0.5 mg/ml (0.05%) Ultra fatty acid free BSA) was added. Samples were mixed and incubated for 90 min at 30° C. in the Greiner V Bottom Polypropylene plate. After incubation, assay reagents were transferred to a blocked 384 well polypropylene filter plates. The binding reaction was stopped by filtration and washed nine times with ice cold rinse buffer. Filter plates were then dried overnight at room temperature. The next day, plate bottoms were sealed with plate tape and 15 ul MicroScint 20 was added to each well. Plates were incubated for 2 h and radioactivity was measured by Topcount.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886543";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3913153";"";"None";"419.43";"0";"2.82";"BDBM221155";"Cc1nnc(CN(C(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)C2CC2)o1";"EC50";"'='";"652.5";"nM";"6.18";"";"386929";"UO_0000065";"";"";"";"";"0";"CHEMBL3888278";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37 °C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30 °C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30 °C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886637";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3975028";"";"None";"409.43";"0";"1.69";"BDBM221156";"O=C(c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)N1CCC2(CC(O)CO2)C1";"EC50";"'='";"355.6";"nM";"6.45";"";"386930";"UO_0000065";"";"";"";"";"0";"CHEMBL3888278";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37 °C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30 °C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30 °C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886637";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3918466";"";"None";"394.42";"0";"1.68";"BDBM221115";"CC(=O)NC1CCN(C(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)C1";"EC50";"'='";"965.9";"nM";"6.01";"";"386889";"UO_0000065";"";"";"";"";"0";"CHEMBL3888278";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37 °C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30 °C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30 °C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886637";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL4110534";"";"None";"419.52";"0";"4.37";"BDBM221119";"CC1(C)C[C@@H]2C[C@@](C)(CN2C(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)C1";"EC50";"'='";"6.8";"nM";"8.17";"";"386893";"UO_0000065";"";"";"";"";"0";"CHEMBL3888278";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37 °C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30 °C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30 °C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886637";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3898913";"";"None";"420.42";"0";"2.29";"BDBM240031";"Cc1nc([C@@H](NC(=O)c2cnc(N3CC(F)(F)C3)c(OCC3CC3)n2)C2CC2)no1";"EC50";"'='";"28.0";"nM";"7.55";"";"418649";"UO_0000065";"";"";"";"";"0";"CHEMBL3888839";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30° C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886855";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3920453";"";"None";"383.45";"0";"2.89";"BDBM240051";"Cc1nc(C(C)(NC(=O)c2cnc(C3CC3)c(OCC3CC3)n2)C2CC2)no1";"EC50";"'='";"22.8";"nM";"7.64";"";"418669";"UO_0000065";"";"";"";"";"0";"CHEMBL3888839";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30° C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886855";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL466651";"";"None";"393.46";"0";"3.89";"A2";"CC1CCC(NC(=O)c2cc3cccnc3n(Cc3ccc(F)cc3)c2=O)CC1";"EC50";"'='";"29.6";"nM";"7.53";"";"";"UO_0000065";"19.13";"0.35";"3.64";"11.77";"0";"CHEMBL3383062";"Agonist activity at human recombinant CB2R expressed in U2OS cells assessed as beta-arrestin-GFP binding to receptor after 25 mins by fluorescent microscopy";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U2OS";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352718";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307757";"";"";""
"CHEMBL3971357";"";"None";"349.47";"0";"4.64";"BDBM227550";"CC1(Cc2ccccc2)COc2cc(C(=O)NC3CCCCC3)ccc21";"EC50";"'='";"478.69";"nM";"6.32";"";"397309";"UO_0000065";"18.08";"0.33";"1.68";"16.49";"0";"CHEMBL3888393";"GTPγ[35S] Functional Assay: Functional activity was evaluated using GTPγ[35S] assay in CHO membrane extracts expressing recombinant hCB1 (human CB1) receptors or hCB2 (human CB2) receptors. The assay relies on the binding of GTPγ[35S], a radiolabeled nonhydrolyzable GTP analogue, to the G protein upon binding of an agonist of the G-protein-coupled receptor. In this system, agonists stimulate GTPγ[35S] binding whereas neutral antagonist have no effect and inverse agonists decrease GTPγ[35S] basal binding.";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886694";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3937415";"";"None";"399.88";"0";"3.36";"BDBM210661";"NC(=O)[C@@H](NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)c1ccc(Cl)cc1";"EC50";"'='";"21.1";"nM";"7.68";"";"371735";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3922433";"";"None";"394.50";"0";"2.72";"BDBM210671";"Cc1nc([C@H](CC(C)C)NC(=O)c2cccc(S(=O)(=O)CC(C)C)n2)no1";"EC50";"'='";"962.2";"nM";"6.02";"";"371741";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
